typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,490,S19,"Other Asia, nes",0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.87,FALSE,8,kg,1.87,FALSE,1.87,FALSE,0,FALSE,,75255.502,75255.502,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,528,NLD,Netherlands,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,,18081.253,18081.253,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,586,PAK,Pakistan,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,332.99,FALSE,8,kg,332.99,FALSE,332.99,FALSE,0,FALSE,,13376260.64,13376260.64,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,620,PRT,Portugal,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.91,FALSE,8,kg,2.91,FALSE,2.91,FALSE,0,FALSE,,119617.987,119617.987,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,682,SAU,Saudi Arabia,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.05,FALSE,8,kg,0.05,FALSE,0.05,FALSE,0,FALSE,,2118.613,2118.613,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,694,SLE,Sierra Leone,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.91,FALSE,8,kg,2.91,FALSE,2.91,FALSE,0,FALSE,,133714.873,133714.873,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,699,IND,India,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,42521.79,FALSE,8,kg,42521.79,FALSE,42521.79,FALSE,0,FALSE,,1692926086,1692926086,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,702,SGP,Singapore,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.86,FALSE,8,kg,1.86,FALSE,1.86,FALSE,0,FALSE,,75356.178,75356.178,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,710,ZAF,South Africa,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,27752.32,FALSE,8,kg,27752.32,FALSE,27752.32,FALSE,0,FALSE,,1058886523,1058886523,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,757,CHE,Switzerland,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,62921.79,FALSE,8,kg,62921.79,FALSE,62921.79,FALSE,0,FALSE,,2377844886,2377844886,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,764,THA,Thailand,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9.16,FALSE,8,kg,9.16,FALSE,9.16,FALSE,0,FALSE,,420098.031,420098.031,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,784,ARE,United Arab Emirates,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,,TRUE,0,FALSE,,830377218.3,830377218.3,6,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,792,TUR,FALSE,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,52.08,FALSE,8,kg,52.08,FALSE,52.08,FALSE,0,FALSE,,2244722.262,2244722.262,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,826,GBR,United Kingdom,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6.58,FALSE,8,kg,6.58,FALSE,6.58,FALSE,0,FALSE,,270670.927,270670.927,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8.3,FALSE,8,kg,8.3,FALSE,8.3,FALSE,0,FALSE,,301215.448,301215.448,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710811,"Metals; gold, non-monetary, powder",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,28.62,FALSE,8,kg,28.62,FALSE,28.62,FALSE,0,FALSE,,1019739.58,1019739.58,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,699,IND,India,0,W00,World,H5,HS,TRUE,710811,"Metals; gold, non-monetary, powder",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,28.62,FALSE,8,kg,28.62,FALSE,28.62,FALSE,0,FALSE,,1019739.58,1019739.58,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6319.37,FALSE,8,kg,6319.37,FALSE,6319.37,FALSE,0,FALSE,,269049410,269049410,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,TRUE,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,414.08,FALSE,8,kg,414.08,FALSE,414.08,FALSE,0,FALSE,,19975599.81,19975599.81,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,380,ITA,Italy,0,W00,World,H5,HS,TRUE,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.79,FALSE,8,kg,2.79,FALSE,2.79,FALSE,0,FALSE,,125839.499,125839.499,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,586,PAK,Pakistan,0,W00,World,H5,HS,TRUE,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,92.99,FALSE,8,kg,92.99,FALSE,92.99,FALSE,0,FALSE,,3706906.025,3706906.025,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,694,SLE,Sierra Leone,0,W00,World,H5,HS,TRUE,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.91,FALSE,8,kg,1.91,FALSE,1.91,FALSE,0,FALSE,,95730.664,95730.664,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,699,IND,India,0,W00,World,H5,HS,TRUE,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3719.88,FALSE,8,kg,3719.88,FALSE,3719.88,FALSE,0,FALSE,,154281377.9,154281377.9,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,702,SGP,Singapore,0,W00,World,H5,HS,TRUE,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.86,FALSE,8,kg,1.86,FALSE,1.86,FALSE,0,FALSE,,75356.178,75356.178,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,764,THA,Thailand,0,W00,World,H5,HS,TRUE,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5.77,FALSE,8,kg,5.77,FALSE,5.77,FALSE,0,FALSE,,249579.776,249579.776,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,784,ARE,United Arab Emirates,0,W00,World,H5,HS,TRUE,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2075.37,FALSE,8,kg,2075.37,FALSE,2075.37,FALSE,0,FALSE,,90330155.37,90330155.37,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,792,TUR,FALSE,0,W00,World,H5,HS,TRUE,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.79,FALSE,8,kg,2.79,FALSE,2.79,FALSE,0,FALSE,,113569.82,113569.82,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.93,FALSE,8,kg,1.93,FALSE,1.93,FALSE,0,FALSE,,95294.964,95294.964,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,1291935.17,FALSE,,TRUE,0,FALSE,,5928795039,5928795039,6,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,40,AUT,Austria,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,,45142.302,45142.302,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,56,BEL,Belgium,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,155.3,FALSE,8,kg,155.3,FALSE,155.3,FALSE,0,FALSE,,6692463.035,6692463.035,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,76,BRA,Brazil,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,176.26,FALSE,8,kg,176.26,FALSE,176.26,FALSE,0,FALSE,,7382882.889,7382882.889,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,124,CAN,Canada,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,82.97,FALSE,8,kg,82.97,FALSE,82.97,FALSE,0,FALSE,,3784391.01,3784391.01,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4061.48,FALSE,8,kg,4061.48,FALSE,4061.48,FALSE,0,FALSE,,180857208.6,180857208.6,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,380,ITA,Italy,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.71,FALSE,8,kg,3.71,FALSE,3.71,FALSE,0,FALSE,,148323.769,148323.769,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,392,JPN,Japan,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.85,FALSE,8,kg,2.85,FALSE,2.85,FALSE,0,FALSE,,82558.677,82558.677,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,410,KOR,Rep. of Korea,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4.719,TRUE,8,kg,929.76,FALSE,4.719,TRUE,0,FALSE,,189617.456,189617.456,6,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,422,LBN,Lebanon,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,53.75,FALSE,8,kg,53.75,FALSE,53.75,FALSE,0,FALSE,,2465542.426,2465542.426,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,428,LVA,Latvia,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,,42793.324,42793.324,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,490,S19,"Other Asia, nes",0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.87,FALSE,8,kg,1.87,FALSE,1.87,FALSE,0,FALSE,,75255.502,75255.502,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,528,NLD,Netherlands,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,,18081.253,18081.253,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,586,PAK,Pakistan,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,240,FALSE,8,kg,240,FALSE,240,FALSE,0,FALSE,,9669354.618,9669354.618,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,620,PRT,Portugal,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.91,FALSE,8,kg,2.91,FALSE,2.91,FALSE,0,FALSE,,119617.987,119617.987,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,682,SAU,Saudi Arabia,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.05,FALSE,8,kg,0.05,FALSE,0.05,FALSE,0,FALSE,,2118.613,2118.613,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,694,SLE,Sierra Leone,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,,37984.209,37984.209,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,699,IND,India,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,38773.29,FALSE,8,kg,38773.29,FALSE,38773.29,FALSE,0,FALSE,,1537624969,1537624969,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,710,ZAF,South Africa,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,27752.32,FALSE,8,kg,27752.32,FALSE,27752.32,FALSE,0,FALSE,,1058886523,1058886523,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,757,CHE,Switzerland,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,62921.79,FALSE,8,kg,62921.79,FALSE,62921.79,FALSE,0,FALSE,,2377844886,2377844886,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,764,THA,Thailand,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.39,FALSE,8,kg,3.39,FALSE,3.39,FALSE,0,FALSE,,170518.255,170518.255,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,784,ARE,United Arab Emirates,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,1156707.23,FALSE,,TRUE,0,FALSE,,740047062.9,740047062.9,6,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,792,TUR,FALSE,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,49.29,FALSE,8,kg,49.29,FALSE,49.29,FALSE,0,FALSE,,2131152.442,2131152.442,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,826,GBR,United Kingdom,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6.58,FALSE,8,kg,6.58,FALSE,6.58,FALSE,0,FALSE,,270670.927,270670.927,0,FALSE,TRUE
C,A,20190101,2019,52,2019,288,GHA,Ghana,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6.37,FALSE,8,kg,6.37,FALSE,6.37,FALSE,0,FALSE,,205920.484,205920.484,0,FALSE,TRUE
C,A,20210101,2021,52,2021,288,GHA,Ghana,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2698822.551,FALSE,8,kg,5822523.01,FALSE,103016.865,FALSE,0,FALSE,,5123945223,5123945223,0,FALSE,TRUE
C,A,20210101,2021,52,2021,288,GHA,Ghana,X,Export,36,AUS,Australia,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,104225.45,FALSE,8,kg,104225.45,FALSE,3960.257,FALSE,0,FALSE,,187334441.8,187334441.8,0,FALSE,TRUE
C,A,20210101,2021,52,2021,288,GHA,Ghana,X,Export,56,BEL,Belgium,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,,54867.579,54867.579,0,FALSE,TRUE
C,A,20210101,2021,52,2021,288,GHA,Ghana,X,Export,124,CAN,Canada,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,693.401,FALSE,8,kg,693.401,FALSE,23.312,FALSE,0,FALSE,,1252011.358,1252011.358,0,FALSE,TRUE
C,A,20210101,2021,52,2021,288,GHA,Ghana,X,Export,276,DEU,Germany,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,29.836,FALSE,8,kg,29.836,FALSE,0.928,FALSE,0,FALSE,,52494.727,52494.727,0,FALSE,TRUE
C,A,20210101,2021,52,2021,288,GHA,Ghana,X,Export,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13202.04,FALSE,8,kg,13202.04,FALSE,688.179,FALSE,0,FALSE,,39794329.6,39794329.6,0,FALSE,TRUE
C,A,20210101,2021,52,2021,288,GHA,Ghana,X,Export,380,ITA,Italy,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1550.379,FALSE,8,kg,1550.379,FALSE,97.137,FALSE,0,FALSE,,5576114.614,5576114.614,0,FALSE,TRUE
C,A,20210101,2021,52,2021,288,GHA,Ghana,X,Export,392,JPN,Japan,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14.867,FALSE,8,kg,14.867,FALSE,0.462,FALSE,0,FALSE,,26257.523,26257.523,0,FALSE,TRUE
C,A,20210101,2021,52,2021,288,GHA,Ghana,X,Export,410,KOR,Rep. of Korea,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,135.981,FALSE,8,kg,135.981,FALSE,5.973,FALSE,0,FALSE,,307300.855,307300.855,0,FALSE,TRUE
C,A,20210101,2021,52,2021,288,GHA,Ghana,X,Export,428,LVA,Latvia,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,0.91,FALSE,0,FALSE,,54588.092,54588.092,0,FALSE,TRUE
